Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+306B,100241706_00010_1,865,1152,B0001,C0087,47,105
U+4E0B,100241706_00010_1,841,1291,B0001,C0088,92,96
U+3088,100241706_00010_1,869,1408,B0001,C0089,41,100
U+308A,100241706_00010_1,861,1509,B0001,C0090,55,107
U+706B,100241706_00010_1,851,1633,B0001,C0091,79,127
U+3092,100241706_00010_1,841,1767,B0001,C0092,97,128
U+305F,100241706_00010_1,839,1912,B0001,C0093,92,100
U+304D,100241706_00010_1,851,2017,B0001,C0094,63,128
U+934B,100241706_00010_1,832,2168,B0001,C0095,108,137
U+304B,100241706_00010_1,823,2337,B0001,C0096,100,84
U+308C,100241706_00010_1,836,2421,B0001,C0097,76,123
U+3053,100241706_00010_1,840,2565,B0001,C0098,71,115
U+308C,100241706_00010_1,811,2681,B0001,C0099,125,109
U+306B,100241706_00010_1,824,2816,B0001,C0100,97,89
U+7528,100241706_00010_1,827,2925,B0001,C0101,77,131
U+3072,100241706_00010_1,832,3063,B0001,C0102,92,91
U+4E94,100241706_00010_1,839,3176,B0001,C0103,93,83
U+3064,100241706_00010_1,859,3260,B0001,C0104,64,59
U+7D44,100241706_00010_1,823,3325,B0001,C0105,119,105
U+3082,100241706_00010_1,856,3439,B0001,C0106,53,99
U+306E,100241706_00010_1,841,3540,B0001,C0107,80,72
U+3086,100241706_00010_1,595,1012,B0001,C0108,99,97
U+3078,100241706_00010_1,587,1127,B0001,C0109,100,40
U+306B,100241706_00010_1,585,1196,B0001,C0110,109,101
U+4E94,100241706_00010_1,591,1337,B0001,C0111,112,85
U+304D,100241706_00010_1,603,1432,B0001,C0112,73,133
U+3068,100241706_00010_1,617,1593,B0001,C0113,56,96
U+3044,100241706_00010_1,601,1705,B0001,C0114,80,80
U+3075,100241706_00010_1,576,1787,B0001,C0115,113,111
U+304B,100241706_00010_1,612,1911,B0001,C0116,49,61
U+3042,100241706_00010_1,584,2005,B0001,C0117,96,124
U+308B,100241706_00010_1,617,2133,B0001,C0118,37,91
U+3058,100241706_00010_1,625,2228,B0001,C0119,37,205
U+306E,100241706_00010_1,593,2452,B0001,C0120,75,79
U+5DE5,100241706_00010_1,581,2573,B0001,C0121,99,89
U+592B,100241706_00010_1,565,2669,B0001,C0122,133,136
U+306F,100241706_00010_1,585,2824,B0001,C0123,81,47
U+56DB,100241706_00010_1,580,2907,B0001,C0124,100,65
U+3064,100241706_00010_1,608,2993,B0001,C0125,57,53
U+7D44,100241706_00010_1,579,3081,B0001,C0126,104,116
U+306B,100241706_00010_1,583,3217,B0001,C0127,87,85
U+3066,100241706_00010_1,580,3304,B0001,C0128,83,80
U+304D,100241706_00010_1,589,3391,B0001,C0129,63,109
U+305B,100241706_00010_1,563,3509,B0001,C0130,107,93
U+3075,100241706_00010_1,349,1003,B0001,C0131,96,123
U+305F,100241706_00010_1,357,1128,B0001,C0132,71,81
U+3092,100241706_00010_1,351,1231,B0001,C0133,103,136
U+304B,100241706_00010_1,344,1375,B0001,C0134,101,99
U+306D,100241706_00010_1,335,1488,B0001,C0135,112,159
U+305F,100241706_00010_1,361,1649,B0001,C0136,59,97
U+308A,100241706_00010_1,372,1757,B0001,C0137,51,135
U+662F,100241706_00010_1,357,1909,B0001,C0138,76,139
U+306B,100241706_00010_1,344,2075,B0001,C0139,87,89
U+3082,100241706_00010_1,360,2196,B0001,C0140,57,93
U+540D,100241706_00010_1,345,2316,B0001,C0141,84,144
U+3092,100241706_00010_1,351,2461,B0001,C0142,83,127
U+4ED8,100241706_00010_1,355,2611,B0001,C0143,72,143
U+3093,100241706_00010_1,339,2767,B0001,C0144,136,104
U+3068,100241706_00010_1,365,2887,B0001,C0145,59,105
U+4F8B,100241706_00010_1,327,3015,B0001,C0146,115,113
U+306E,100241706_00010_1,351,3141,B0001,C0147,75,71
U+5148,100241706_00010_1,340,3232,B0001,C0148,104,109
U+751F,100241706_00010_1,355,3376,B0001,C0149,60,140
U+3078,100241706_00010_1,327,3517,B0001,C0150,131,80
U+554F,100241706_00010_2,1888,999,B0001,C0001,103,137
U+3051,100241706_00010_2,1892,1140,B0001,C0002,85,128
U+308C,100241706_00010_2,1899,1272,B0001,C0003,73,128
U+3070,100241706_00010_2,1891,1416,B0001,C0004,99,69
U+5148,100241706_00010_2,1879,1517,B0001,C0005,121,129
U+751F,100241706_00010_2,1897,1661,B0001,C0006,71,117
U+307E,100241706_00010_2,1907,1809,B0001,C0007,52,116
U+3046,100241706_00010_2,1883,1927,B0001,C0008,72,112
U+3055,100241706_00010_2,1891,2045,B0001,C0009,67,108
U+308C,100241706_00010_2,1888,2156,B0001,C0010,79,128
U+3051,100241706_00010_2,1891,2315,B0001,C0011,83,119
U+308B,100241706_00010_2,1895,2435,B0001,C0012,73,136
U+306F,100241706_00010_2,1884,2572,B0001,C0013,83,76
U+6B64,100241706_00010_2,1869,2696,B0001,C0014,115,99
U+305F,100241706_00010_2,1879,2805,B0001,C0015,84,127
U+3073,100241706_00010_2,1881,2933,B0001,C0016,99,108
U+3044,100241706_00010_2,1888,3079,B0001,C0017,81,75
U+308D,100241706_00010_2,1876,3155,B0001,C0018,91,161
U+3031,100241706_00010_2,1909,3251,B0001,C0019,73,228
U+306E,100241706_00010_2,1888,3527,B0001,C0020,84,76
U+3046,100241706_00010_2,1661,991,B0001,C0021,64,143
U+3064,100241706_00010_2,1639,1136,B0001,C0022,109,124
U+308F,100241706_00010_2,1665,1261,B0001,C0023,61,123
U+3082,100241706_00010_2,1679,1399,B0001,C0024,55,119
U+306E,100241706_00010_2,1663,1517,B0001,C0025,79,117
U+3092,100241706_00010_2,1659,1636,B0001,C0026,95,115
U+5DE5,100241706_00010_2,1661,1771,B0001,C0027,79,88
U+592B,100241706_00010_2,1643,1873,B0001,C0028,121,139
U+306A,100241706_00010_2,1664,2023,B0001,C0029,87,101
U+3057,100241706_00010_2,1688,2153,B0001,C0030,24,173
U+7D66,100241706_00010_2,1648,2364,B0001,C0031,104,141
U+3075,100241706_00010_2,1651,2507,B0001,C0032,95,105
U+3066,100241706_00010_2,1653,2625,B0001,C0033,83,99
U+5F8C,100241706_00010_2,1640,2764,B0001,C0034,107,177
U+4E16,100241706_00010_2,1636,2924,B0001,C0035,111,101
U+306B,100241706_00010_2,1639,3028,B0001,C0036,97,96
U+6B8B,100241706_00010_2,1640,3157,B0001,C0037,124,132
U+3057,100241706_00010_2,1677,3317,B0001,C0038,29,157
U+7528,100241706_00010_2,1639,3503,B0001,C0039,79,115
U+3086,100241706_00010_2,1411,1011,B0001,C0040,100,113
U+308B,100241706_00010_2,1440,1131,B0001,C0041,44,91
U+3086,100241706_00010_2,1415,1223,B0001,C0042,87,115
U+3078,100241706_00010_2,1399,1351,B0001,C0043,120,68
U+53F3,100241706_00010_2,1400,1445,B0001,C0044,108,107
U+306E,100241706_00010_2,1415,1585,B0001,C0045,88,76
U+5177,100241706_00010_2,1393,1680,B0001,C0046,112,141
U+3078,100241706_00010_2,1395,1829,B0001,C0047,125,52
U+306F,100241706_00010_2,1425,1900,B0001,C0048,59,136
U+8DB3,100241706_00010_2,1381,2071,B0001,C0049,140,127
U+4E0B,100241706_00010_2,1389,2221,B0001,C0050,116,91
U+306E,100241706_00010_2,1412,2332,B0001,C0051,80,77
U+540D,100241706_00010_2,1407,2436,B0001,C0052,89,153
U+3092,100241706_00010_2,1404,2591,B0001,C0053,104,133
U+3059,100241706_00010_2,1419,2732,B0001,C0054,73,115
U+3050,100241706_00010_2,1419,2848,B0001,C0055,69,139
U+3055,100241706_00010_2,1420,3004,B0001,C0056,64,99
U+307E,100241706_00010_2,1404,3104,B0001,C0057,91,108
U+3064,100241706_00010_2,1412,3223,B0001,C0058,88,116
U+3051,100241706_00010_2,1413,3341,B0001,C0059,84,144
U+3066,100241706_00010_2,1404,3487,B0001,C0060,80,115
U+306E,100241706_00010_2,1183,1005,B0001,C0061,83,96
U+3061,100241706_00010_2,1191,1107,B0001,C0062,77,115
U+306E,100241706_00010_2,1175,1239,B0001,C0063,97,113
U+4E16,100241706_00010_2,1160,1372,B0001,C0064,121,101
U+306B,100241706_00010_2,1168,1505,B0001,C0065,99,92
U+306E,100241706_00010_2,1180,1632,B0001,C0066,81,91
U+3053,100241706_00010_2,1179,1724,B0001,C0067,84,123
U+3059,100241706_00010_2,1169,1848,B0001,C0068,89,144
U+308B,100241706_00010_2,1163,1993,B0001,C0069,85,157
U+5B9C,100241706_00010_2,1176,2155,B0001,C0070,85,139
U+3057,100241706_00010_2,1213,2293,B0001,C0071,20,143
U+3068,100241706_00010_2,1189,2447,B0001,C0072,60,111
U+548C,100241706_00010_2,1155,2583,B0001,C0073,113,124
U+6C17,100241706_00010_2,1183,2708,B0001,C0074,95,143
U+306E,100241706_00010_2,1175,2867,B0001,C0075,76,81
U+68DF,100241706_00010_2,1149,2967,B0001,C0076,117,129
U+6625,100241706_00010_2,1155,3104,B0001,C0077,129,140
U+3092,100241706_00010_2,1161,3257,B0001,C0078,105,71
U+982D,100241706_00010_2,1156,3359,B0001,C0079,105,125
U+5B57,100241706_00010_2,1159,3481,B0001,C0080,105,124
U+306B,100241706_00010_2,921,1000,B0001,C0081,111,89
U+304A,100241706_00010_2,937,1119,B0001,C0082,99,87
U+3044,100241706_00010_2,931,1207,B0001,C0083,107,96
U+3066,100241706_00010_2,933,1304,B0001,C0084,99,111
U+25B2,100241706_00010_2,697,935,B0001,C0085,100,44
U+308F,100241706_00010_2,677,1028,B0001,C0086,128,160
U+3080,100241706_00010_2,689,1255,B0001,C0087,139,149
U+4ECA,100241706_00010_2,684,1593,B0001,C0088,124,149
U+3082,100241706_00010_2,721,1740,B0001,C0089,49,133
U+3063,100241706_00010_2,692,1877,B0001,C0090,93,127
U+3066,100241706_00010_2,703,2009,B0001,C0091,51,125
U+7528,100241706_00010_2,693,2157,B0001,C0092,84,128
U+3072,100241706_00010_2,692,2296,B0001,C0093,88,99
U+6765,100241706_00010_2,687,2403,B0001,C0094,95,172
U+308B,100241706_00010_2,723,2576,B0001,C0095,37,77
U+306A,100241706_00010_2,701,2676,B0001,C0096,83,96
U+308B,100241706_00010_2,713,2763,B0001,C0097,49,75
U+3079,100241706_00010_2,673,2843,B0001,C0098,125,76
U+3057,100241706_00010_2,717,2920,B0001,C0099,32,304
U+25B2,100241706_00010_2,448,931,B0001,C0100,95,51
U+732A,100241706_00010_2,425,1017,B0001,C0101,159,173
U+53E3,100241706_00010_2,465,1299,B0001,C0102,81,77
U+3044,100241706_00010_2,445,1608,B0001,C0103,129,67
U+306E,100241706_00010_2,463,1709,B0001,C0104,87,109
U+3057,100241706_00010_2,461,1825,B0001,C0105,84,143
U+309D,100241706_00010_2,493,1972,B0001,C0106,20,37
U+306E,100241706_00010_2,461,2048,B0001,C0107,83,80
U+53E3,100241706_00010_2,472,2179,B0001,C0108,69,103
U+3068,100241706_00010_2,479,2283,B0001,C0109,52,104
U+3044,100241706_00010_2,460,2424,B0001,C0110,84,77
U+3072,100241706_00010_2,457,2504,B0001,C0111,96,105
U+306A,100241706_00010_2,464,2611,B0001,C0112,88,121
U+3089,100241706_00010_2,483,2733,B0001,C0113,37,119
U+306F,100241706_00010_2,451,2876,B0001,C0114,91,69
U+305B,100241706_00010_2,452,2947,B0001,C0115,89,105
U+308A,100241706_00010_2,437,3053,B0001,C0116,89,141
U+3044,100241706_00010_2,436,3197,B0001,C0117,109,68
U+304B,100241706_00010_2,472,3273,B0001,C0118,49,76
U+309E,100241706_00010_2,481,3348,B0001,C0119,56,48
U+3061,100241706_00010_2,463,3417,B0001,C0120,68,120
U+3044,100241706_00010_2,449,3541,B0001,C0121,85,55
U+3055,100241706_00010_2,216,984,B0001,C0122,77,111
U+304D,100241706_00010_2,207,1096,B0001,C0123,93,105
U+58F7,100241706_00010_2,203,1211,B0001,C0124,112,213
U+3084,100241706_00010_2,196,1399,B0001,C0125,105,80
U+3046,100241706_00010_2,212,1483,B0001,C0126,64,128
U+306A,100241706_00010_2,213,1615,B0001,C0127,92,135
U+308B,100241706_00010_2,231,1751,B0001,C0128,40,85
U+7269,100241706_00010_2,200,1859,B0001,C0129,104,99
U+3086,100241706_00010_2,203,1960,B0001,C0130,88,123
U+3078,100241706_00010_2,187,2085,B0001,C0131,128,67
U+3061,100241706_00010_2,221,2136,B0001,C0132,73,136
U+3087,100241706_00010_2,225,2273,B0001,C0133,52,101
U+3053,100241706_00010_2,213,2376,B0001,C0134,63,88
U+306A,100241706_00010_2,209,2487,B0001,C0135,91,115
U+308B,100241706_00010_2,235,2603,B0001,C0136,36,77
U+3079,100241706_00010_2,188,2683,B0001,C0137,124,96
U+3057,100241706_00010_2,235,2765,B0001,C0138,29,301
U+25B2,100241706_00011_1,2017,916,B0001,C0001,113,52
U+9C60,100241706_00011_1,1989,1001,B0001,C0002,181,176
U+306F,100241706_00011_1,2027,1179,B0001,C0003,81,71
U+751F,100241706_00011_1,2005,1444,B0001,C0004,119,112
U+9B5A,100241706_00011_1,2005,1577,B0001,C0005,113,157
U+751F,100241706_00011_1,2025,1775,B0001,C0006,77,124
U+9752,100241706_00011_1,2010,1921,B0001,C0007,104,169
U+7269,100241706_00011_1,1998,2095,B0001,C0008,120,131
U+3078,100241706_00011_1,2005,2235,B0001,C0009,119,61
U+9162,100241706_00011_1,1993,2322,B0001,C0010,120,147
U+3092,100241706_00011_1,2009,2470,B0001,C0011,101,128
U+304B,100241706_00011_1,1999,2602,B0001,C0012,103,100
U+3051,100241706_00011_1,2015,2714,B0001,C0013,87,136
U+7528,100241706_00011_1,2007,2863,B0001,C0014,73,111
U+3086,100241706_00011_1,2001,2972,B0001,C0015,93,88
U+308B,100241706_00011_1,2026,3062,B0001,C0016,41,81
U+3086,100241706_00011_1,2009,3159,B0001,C0017,79,89
U+3078,100241706_00011_1,1997,3254,B0001,C0018,117,59
U+3053,100241706_00011_1,2013,3322,B0001,C0019,65,65
U+308C,100241706_00011_1,2006,3387,B0001,C0020,79,127
U+306F,100241706_00011_1,2007,3532,B0001,C0021,81,51
U+6B64,100241706_00011_1,1770,989,B0001,C0022,120,104
U+307E,100241706_00011_1,1809,1093,B0001,C0023,43,124
U+309D,100241706_00011_1,1823,1225,B0001,C0024,21,35
U+306B,100241706_00011_1,1766,1264,B0001,C0025,105,99
U+306A,100241706_00011_1,1781,1392,B0001,C0026,97,115
U+307E,100241706_00011_1,1795,1508,B0001,C0027,48,132
U+3059,100241706_00011_1,1770,1641,B0001,C0028,92,153
U+306A,100241706_00011_1,1783,1809,B0001,C0029,68,132
U+308B,100241706_00011_1,1762,1943,B0001,C0030,103,165
U+3079,100241706_00011_1,1755,2110,B0001,C0031,123,76
U+3057,100241706_00011_1,1798,2178,B0001,C0032,31,275
U+25B2,100241706_00011_1,1548,936,B0001,C0033,91,43
U+7BB8,100241706_00011_1,1519,1012,B0001,C0034,129,195
U+306F,100241706_00011_1,1546,1401,B0001,C0035,88,136
U+3057,100241706_00011_1,1594,1532,B0001,C0036,32,108
U+306F,100241706_00011_1,1546,1645,B0001,C0037,73,76
U+3059,100241706_00011_1,1555,1737,B0001,C0038,63,125
U+3079,100241706_00011_1,1534,1872,B0001,C0039,112,76
U+3066,100241706_00011_1,1552,1950,B0001,C0040,48,135
U+304B,100241706_00011_1,1532,2102,B0001,C0041,100,117
U+3051,100241706_00011_1,1546,2220,B0001,C0042,81,131
U+308F,100241706_00011_1,1551,2363,B0001,C0043,51,125
U+305F,100241706_00011_1,1538,2490,B0001,C0044,67,103
U+3059,100241706_00011_1,1531,2598,B0001,C0045,91,133
U+3086,100241706_00011_1,1531,2747,B0001,C0046,92,104
U+3078,100241706_00011_1,1523,2852,B0001,C0047,119,72
U+3081,100241706_00011_1,1535,2928,B0001,C0048,81,109
U+3057,100241706_00011_1,1546,3040,B0001,C0049,55,161
U+3092,100241706_00011_1,1524,3203,B0001,C0050,104,113
U+53E3,100241706_00011_1,1527,3390,B0001,C0051,83,124
U+3078,100241706_00011_1,1511,3530,B0001,C0052,128,45
U+308F,100241706_00011_1,1324,984,B0001,C0053,48,140
U+305F,100241706_00011_1,1311,1125,B0001,C0054,61,87
U+3059,100241706_00011_1,1299,1217,B0001,C0055,104,123
U+3086,100241706_00011_1,1298,1356,B0001,C0056,97,103
U+3078,100241706_00011_1,1295,1460,B0001,C0057,109,68
U+306B,100241706_00011_1,1292,1536,B0001,C0058,101,104
U+3084,100241706_00011_1,1295,1641,B0001,C0059,91,117
U+306F,100241706_00011_1,1303,1775,B0001,C0060,75,101
U+308A,100241706_00011_1,1306,1877,B0001,C0061,65,133
U+306F,100241706_00011_1,1304,2023,B0001,C0062,63,112
U+3057,100241706_00011_1,1335,2134,B0001,C0063,32,161
U+6210,100241706_00011_1,1287,2318,B0001,C0064,116,133
U+3079,100241706_00011_1,1276,2460,B0001,C0065,123,92
U+3057,100241706_00011_1,1315,2554,B0001,C0066,28,312
U+25B2,100241706_00011_1,1062,924,B0001,C0067,97,49
U+9905,100241706_00011_1,1032,1016,B0001,C0068,147,189
U+3082,100241706_00011_1,1066,1360,B0001,C0069,65,160
U+3061,100241706_00011_1,1063,1521,B0001,C0070,71,155
U+306F,100241706_00011_1,1054,1677,B0001,C0071,80,61
U+8179,100241706_00011_1,1034,1748,B0001,C0072,109,167
U+306B,100241706_00011_1,1040,1916,B0001,C0073,108,101
U+305F,100241706_00011_1,1052,2046,B0001,C0074,104,107
U+3082,100241706_00011_1,1071,2160,B0001,C0075,49,120
U+3064,100241706_00011_1,1043,2282,B0001,C0076,93,143
U+3082,100241706_00011_1,1063,2423,B0001,C0077,53,108
U+306E,100241706_00011_1,1047,2532,B0001,C0078,81,84
U+6545,100241706_00011_1,1026,2618,B0001,C0079,117,117
U+3082,100241706_00011_1,1066,2750,B0001,C0080,48,121
U+3061,100241706_00011_1,1050,2879,B0001,C0081,81,107
U+306A,100241706_00011_1,1044,2988,B0001,C0082,95,101
U+308B,100241706_00011_1,1078,3098,B0001,C0083,29,73
U+3079,100241706_00011_1,1023,3170,B0001,C0084,132,72
U+3057,100241706_00011_1,1068,3238,B0001,C0085,29,303
U+8C46,100241706_00011_1,806,1315,B0001,C0086,116,136
U+8150,100241706_00011_1,786,1472,B0001,C0087,136,175
U+985E,100241706_00011_1,794,1665,B0001,C0088,129,160
U+5909,100241706_00011_1,812,1835,B0001,C0089,115,152
U+540D,100241706_00011_1,792,2015,B0001,C0090,112,115
U+25B2,100241706_00011_1,580,920,B0001,C0091,93,43
U+3068,100241706_00011_1,588,1007,B0001,C0092,77,119
U+3075,100241706_00011_1,555,1145,B0001,C0093,112,104
U+3075,100241706_00011_1,565,1260,B0001,C0094,120,127
U+306F,100241706_00011_1,581,1417,B0001,C0095,83,51
U+8C4A,100241706_00011_1,551,1716,B0001,C0096,116,184
U+81E3,100241706_00011_1,579,1916,B0001,C0097,77,115
U+79C0,100241706_00011_1,552,2058,B0001,C0098,112,157
U+5409,100241706_00011_1,539,2232,B0001,C0099,124,123
U+516C,100241706_00011_1,535,2375,B0001,C0100,135,99
U+671D,100241706_00011_1,528,2510,B0001,C0101,132,143
U+9BAE,100241706_00011_1,515,2676,B0001,C0102,149,171
U+5FA1,100241706_00011_1,535,2851,B0001,C0103,116,129
U+9663,100241706_00011_1,540,2995,B0001,C0104,116,143
U+306E,100241706_00011_1,551,3158,B0001,C0105,84,75
U+3068,100241706_00011_1,556,3248,B0001,C0106,67,92
U+304D,100241706_00011_1,531,3342,B0001,C0107,120,115
U+5175,100241706_00011_1,528,3464,B0001,C0108,100,120
U+7CE7,100241706_00011_1,317,972,B0001,C0109,144,137
U+4E0B,100241706_00011_1,331,1144,B0001,C0110,109,105
U+5949,100241706_00011_1,320,1271,B0001,C0111,125,167
U+884C,100241706_00011_1,321,1433,B0001,C0112,121,140
U+306B,100241706_00011_1,321,1579,B0001,C0113,103,101
U+5CA1,100241706_00011_1,333,1695,B0001,C0114,95,160
U+90E8,100241706_00011_1,304,1857,B0001,C0115,135,172
U+6CBB,100241706_00011_1,316,2051,B0001,C0116,111,139
U+90E8,100241706_00011_1,313,2191,B0001,C0117,111,129
U+53F3,100241706_00011_1,313,2327,B0001,C0118,101,108
U+885B,100241706_00011_1,311,2438,B0001,C0119,105,100
U+9580,100241706_00011_1,308,2555,B0001,C0120,112,105
U+3068,100241706_00011_1,331,2667,B0001,C0121,68,101
U+3044,100241706_00011_1,317,2792,B0001,C0122,85,95
U+3075,100241706_00011_1,297,2890,B0001,C0123,101,93
U+4EBA,100241706_00011_1,289,2999,B0001,C0124,131,113
U+3042,100241706_00011_1,315,3127,B0001,C0125,83,100
U+308A,100241706_00011_1,332,3228,B0001,C0126,51,144
U+5F8C,100241706_00011_1,297,3436,B0001,C0127,139,137
U+5FA1,100241706_00011_2,1875,975,B0001,C0001,112,157
U+304B,100241706_00011_2,1865,1147,B0001,C0002,120,109
U+3044,100241706_00011_2,1878,1276,B0001,C0003,96,79
U+3062,100241706_00011_2,1878,1366,B0001,C0004,95,145
U+3093,100241706_00011_2,1867,1512,B0001,C0005,139,120
U+306E,100241706_00011_2,1889,1643,B0001,C0006,80,75
U+3068,100241706_00011_2,1887,1744,B0001,C0007,60,95
U+304D,100241706_00011_2,1874,1840,B0001,C0008,105,120
U+8C46,100241706_00011_2,1878,1996,B0001,C0009,96,123
U+8150,100241706_00011_2,1847,2136,B0001,C0010,124,173
U+306E,100241706_00011_2,1881,2326,B0001,C0011,80,84
U+88FD,100241706_00011_2,1862,2422,B0001,C0012,115,161
U+3057,100241706_00011_2,1910,2592,B0001,C0013,28,139
U+304B,100241706_00011_2,1877,2732,B0001,C0014,100,105
U+305F,100241706_00011_2,1885,2839,B0001,C0015,68,100
U+3092,100241706_00011_2,1871,2941,B0001,C0016,112,125
U+7B87,100241706_00011_2,1874,3105,B0001,C0017,96,181
U+306E,100241706_00011_2,1878,3287,B0001,C0018,80,87
U+304F,100241706_00011_2,1874,3409,B0001,C0019,108,111
U+306B,100241706_00011_2,1878,3521,B0001,C0020,100,104
U+3088,100241706_00011_2,1666,986,B0001,C0021,52,91
U+308A,100241706_00011_2,1662,1078,B0001,C0022,53,99
U+899A,100241706_00011_2,1636,1204,B0001,C0023,100,192
U+3078,100241706_00011_2,1638,1404,B0001,C0024,115,69
U+6765,100241706_00011_2,1640,1464,B0001,C0025,100,168
U+308A,100241706_00011_2,1659,1644,B0001,C0026,71,128
U+65E5,100241706_00011_2,1668,1802,B0001,C0027,57,100
U+672C,100241706_00011_2,1654,1927,B0001,C0028,81,145
U+306B,100241706_00011_2,1636,2112,B0001,C0029,108,108
U+3066,100241706_00011_2,1648,2222,B0001,C0030,87,115
U+306F,100241706_00011_2,1654,2359,B0001,C0031,73,129
U+3058,100241706_00011_2,1688,2490,B0001,C0032,48,143
U+3081,100241706_00011_2,1652,2650,B0001,C0033,81,109
U+3066,100241706_00011_2,1644,2760,B0001,C0034,99,117
U+662F,100241706_00011_2,1652,2888,B0001,C0035,92,144
U+3092,100241706_00011_2,1636,3054,B0001,C0036,115,83
U+4F5C,100241706_00011_2,1628,3157,B0001,C0037,123,120
U+308A,100241706_00011_2,1678,3278,B0001,C0038,51,104
U+7D66,100241706_00011_2,1639,3401,B0001,C0039,111,136
U+3075,100241706_00011_2,1655,3538,B0001,C0040,80,89
U+6B64,100241706_00011_2,1383,1003,B0001,C0041,131,121
U+3086,100241706_00011_2,1403,1126,B0001,C0042,91,125
U+3078,100241706_00011_2,1379,1252,B0001,C0043,135,92
U+306B,100241706_00011_2,1392,1346,B0001,C0044,103,107
U+8C46,100241706_00011_2,1400,1490,B0001,C0045,101,120
U+8150,100241706_00011_2,1383,1639,B0001,C0046,109,167
U+3092,100241706_00011_2,1402,1810,B0001,C0047,103,131
U+304A,100241706_00011_2,1403,1971,B0001,C0048,109,107
U+304B,100241706_00011_2,1423,2079,B0001,C0049,61,147
U+3079,100241706_00011_2,1394,2227,B0001,C0050,119,167
U+3068,100241706_00011_2,1424,2423,B0001,C0051,63,107
U+3044,100241706_00011_2,1410,2563,B0001,C0052,92,99
U+3072,100241706_00011_2,1404,2663,B0001,C0053,97,107
U+53C8,100241706_00011_2,1378,2791,B0001,C0054,147,93
U+3062,100241706_00011_2,1412,2933,B0001,C0055,108,149
U+3076,100241706_00011_2,1396,3083,B0001,C0056,108,111
U+3069,100241706_00011_2,1422,3226,B0001,C0057,91,113
U+3046,100241706_00011_2,1408,3341,B0001,C0058,68,125
U+3075,100241706_00011_2,1400,3505,B0001,C0059,112,128
U+306A,100241706_00011_2,1174,1002,B0001,C0060,96,127
U+3069,100241706_00011_2,1172,1128,B0001,C0061,91,123
U+309D,100241706_00011_2,1208,1258,B0001,C0062,24,45
U+3082,100241706_00011_2,1171,1315,B0001,C0063,69,111
U+3044,100241706_00011_2,1168,1450,B0001,C0064,92,96
U+3075,100241706_00011_2,1167,1547,B0001,C0065,88,93
U+7336,100241706_00011_2,1158,1674,B0001,C0066,111,116
U+5176,100241706_00011_2,1142,1808,B0001,C0067,128,147
U+5F8C,100241706_00011_2,1151,1972,B0001,C0068,131,153
U+753A,100241706_00011_2,1158,2151,B0001,C0069,125,105
U+65B9,100241706_00011_2,1159,2279,B0001,C0070,103,140
U+306B,100241706_00011_2,1167,2459,B0001,C0071,92,105
U+3066,100241706_00011_2,1167,2570,B0001,C0072,85,100
U+88FD,100241706_00011_2,1150,2690,B0001,C0073,115,167
U+3057,100241706_00011_2,1203,2875,B0001,C0074,21,144
U+58F2,100241706_00011_2,1168,3029,B0001,C0075,101,188
U+521D,100241706_00011_2,1154,3234,B0001,C0076,115,151
U+3081,100241706_00011_2,1166,3381,B0001,C0077,85,115
U+306C,100241706_00011_2,1154,3519,B0001,C0078,103,101
U+3068,100241706_00011_2,932,987,B0001,C0079,89,85
U+3046,100241706_00011_2,938,1074,B0001,C0080,67,135
U+3075,100241706_00011_2,914,1207,B0001,C0081,120,143
U+306B,100241706_00011_2,916,1348,B0001,C0082,109,109
U+7D05,100241706_00011_2,915,1494,B0001,C0083,125,147
U+8449,100241706_00011_2,919,1652,B0001,C0084,108,207
U+3092,100241706_00011_2,926,1860,B0001,C0085,109,116
U+4ED8,100241706_00011_2,934,1998,B0001,C0086,85,152
U+308B,100241706_00011_2,954,2151,B0001,C0087,40,83
U+3082,100241706_00011_2,940,2254,B0001,C0088,59,99
U+4EBA,100241706_00011_2,914,2390,B0001,C0089,143,120
U+306E,100241706_00011_2,934,2518,B0001,C0090,84,83
U+304A,100241706_00011_2,928,2639,B0001,C0091,96,92
U+3075,100241706_00011_2,940,2732,B0001,C0092,84,100
U+304F,100241706_00011_2,940,2863,B0001,C0093,51,129
U+304B,100241706_00011_2,914,3039,B0001,C0094,115,108
U+3046,100241706_00011_2,948,3149,B0001,C0095,57,103
U+3088,100241706_00011_2,955,3262,B0001,C0096,45,96
U+3075,100241706_00011_2,910,3359,B0001,C0097,112,113
U+306B,100241706_00011_2,914,3509,B0001,C0098,107,97
U+3068,100241706_00011_2,702,983,B0001,C0099,76,109
U+306E,100241706_00011_2,692,1110,B0001,C0100,87,84
U+4E8B,100241706_00011_2,687,1215,B0001,C0101,87,171
U+3068,100241706_00011_2,708,1379,B0001,C0102,67,105
U+805E,100241706_00011_2,686,1503,B0001,C0103,93,129
U+53CA,100241706_00011_2,680,1639,B0001,C0104,115,151
U+3073,100241706_00011_2,687,1791,B0001,C0105,107,96
U+3057,100241706_00011_2,720,1896,B0001,C0106,35,367
U+25B2,100241706_00011_2,432,932,B0001,C0107,111,57
U+516B,100241706_00011_2,415,1020,B0001,C0108,161,113
U+3078,100241706_00011_2,433,1168,B0001,C0109,124,163
U+8C46,100241706_00011_2,440,1550,B0001,C0110,108,129
U+8150,100241706_00011_2,417,1719,B0001,C0111,123,177
