Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+308A,100249371_00010_1,856,1735,B0001,C0108,41,87
U+3042,100249371_00010_1,837,1822,B0001,C0109,69,81
U+308B,100249371_00010_1,860,1903,B0001,C0110,38,62
U+6C34,100249371_00010_1,847,1983,B0001,C0111,65,123
U+6C17,100249371_00010_1,845,2114,B0001,C0112,68,131
U+3092,100249371_00010_1,841,2245,B0001,C0113,70,72
U+5225,100249371_00010_1,838,2328,B0001,C0114,89,129
U+306E,100249371_00010_1,854,2462,B0001,C0115,60,57
U+5668,100249371_00010_1,849,2523,B0001,C0116,74,109
U+3078,100249371_00010_1,847,2632,B0001,C0117,93,100
U+3057,100249371_00010_1,650,468,B0001,C0118,93,78
U+305F,100249371_00010_1,684,546,B0001,C0119,42,80
U+307F,100249371_00010_1,650,640,B0001,C0120,93,77
U+3064,100249371_00010_1,663,725,B0001,C0121,82,90
U+304F,100249371_00010_1,682,821,B0001,C0122,29,54
U+3057,100249371_00010_1,693,878,B0001,C0123,19,87
U+5176,100249371_00010_1,685,968,B0001,C0124,40,114
U+4E0A,100249371_00010_1,669,1082,B0001,C0125,62,86
U+307E,100249371_00010_1,686,1186,B0001,C0126,39,92
U+305F,100249371_00010_1,677,1271,B0001,C0127,43,93
U+5225,100249371_00010_1,656,1381,B0001,C0128,94,144
U+306B,100249371_00010_1,696,1525,B0001,C0129,23,72
U+7802,100249371_00010_1,655,1632,B0001,C0130,98,99
U+7CD6,100249371_00010_1,651,1725,B0001,C0131,98,123
U+3092,100249371_00010_1,668,1852,B0001,C0132,79,69
U+591A,100249371_00010_1,677,1943,B0001,C0133,54,132
U+5206,100249371_00010_1,692,2065,B0001,C0134,51,116
U+306B,100249371_00010_1,672,2191,B0001,C0135,73,84
U+6295,100249371_00010_1,654,2275,B0001,C0136,118,121
U+3057,100249371_00010_1,712,2385,B0001,C0137,18,146
U+5165,100249371_00010_1,651,2557,B0001,C0138,108,75
U+308C,100249371_00010_1,688,2616,B0001,C0139,55,113
U+5F8C,100249371_00010_1,473,470,B0001,C0140,98,126
U+306F,100249371_00010_1,496,617,B0001,C0141,58,43
U+6587,100249371_00010_1,485,692,B0001,C0142,80,105
U+706B,100249371_00010_1,490,803,B0001,C0143,74,113
U+306B,100249371_00010_1,511,907,B0001,C0144,25,86
U+3066,100249371_00010_1,493,993,B0001,C0145,48,64
U+305D,100249371_00010_1,494,1082,B0001,C0146,52,94
U+308D,100249371_00010_1,481,1193,B0001,C0147,65,81
U+3031,100249371_00010_1,511,1257,B0001,C0148,49,143
U+3068,100249371_00010_1,514,1410,B0001,C0149,38,87
U+716E,100249371_00010_1,490,1514,B0001,C0150,86,130
U+308B,100249371_00010_1,518,1644,B0001,C0151,47,86
U+306A,100249371_00010_1,501,1730,B0001,C0152,60,91
U+308A,100249371_00010_1,512,1821,B0001,C0153,35,84
U+6C34,100249371_00010_1,483,1929,B0001,C0154,91,106
U+6C17,100249371_00010_1,498,2035,B0001,C0155,69,125
U+3055,100249371_00010_1,512,2177,B0001,C0156,39,73
U+3064,100249371_00010_1,491,2250,B0001,C0157,77,77
U+306F,100249371_00010_1,505,2327,B0001,C0158,38,72
U+308A,100249371_00010_1,513,2399,B0001,C0159,28,87
U+4E7E,100249371_00010_1,482,2487,B0001,C0160,91,104
U+304D,100249371_00010_1,512,2564,B0001,C0161,41,87
U+3066,100249371_00010_1,498,2651,B0001,C0162,53,84
U+304B,100249371_00010_1,289,475,B0001,C0163,93,85
U+3089,100249371_00010_1,327,560,B0001,C0164,25,97
U+3031,100249371_00010_1,332,645,B0001,C0165,40,116
U+3068,100249371_00010_1,327,762,B0001,C0166,28,90
U+306A,100249371_00010_1,306,870,B0001,C0167,72,96
U+308B,100249371_00010_1,323,966,B0001,C0168,44,87
U+4F4D,100249371_00010_1,303,1056,B0001,C0169,93,127
U+306B,100249371_00010_1,305,1192,B0001,C0170,81,77
U+306A,100249371_00010_1,316,1294,B0001,C0171,66,93
U+308A,100249371_00010_1,327,1387,B0001,C0172,39,74
U+305F,100249371_00010_1,322,1464,B0001,C0173,40,66
U+308B,100249371_00010_1,319,1530,B0001,C0174,41,94
U+3092,100249371_00010_1,307,1624,B0001,C0175,73,76
U+5EA6,100249371_00010_1,299,1719,B0001,C0176,110,142
U+3068,100249371_00010_1,333,1867,B0001,C0177,35,67
U+3057,100249371_00010_1,327,1934,B0001,C0178,38,84
U+3066,100249371_00010_1,316,2018,B0001,C0179,50,66
U+5225,100249371_00010_1,297,2097,B0001,C0180,91,133
U+5668,100249371_00010_1,298,2230,B0001,C0181,88,128
U+3078,100249371_00010_1,303,2358,B0001,C0182,90,66
U+53D6,100249371_00010_1,304,2424,B0001,C0183,87,92
U+5165,100249371_00010_1,302,2548,B0001,C0184,100,78
U+308C,100249371_00010_1,317,2604,B0001,C0185,60,124
U+4E09,100249371_00010_1,140,486,B0001,C0186,54,72
U+76C6,100249371_00010_1,149,579,B0001,C0187,51,151
U+767D,100249371_00010_1,141,730,B0001,C0188,66,98
U+306E,100249371_00010_1,147,842,B0001,C0189,56,76
U+7802,100249371_00010_1,133,946,B0001,C0190,103,125
U+7CD6,100249371_00010_1,136,1061,B0001,C0191,85,121
U+3092,100249371_00010_1,148,1182,B0001,C0192,63,94
U+3075,100249371_00010_1,130,1294,B0001,C0193,77,99
U+308A,100249371_00010_1,163,1394,B0001,C0194,35,84
U+304B,100249371_00010_1,163,1478,B0001,C0195,20,65
U+3051,100249371_00010_1,152,1543,B0001,C0196,59,80
U+3088,100249371_00010_1,160,1641,B0001,C0197,39,73
U+304F,100249371_00010_1,162,1714,B0001,C0198,21,69
U+307E,100249371_00010_1,157,1783,B0001,C0199,38,108
U+3076,100249371_00010_1,127,1891,B0001,C0200,94,88
U+3057,100249371_00010_1,172,1979,B0001,C0201,12,122
U+8CAF,100249371_00010_1,133,2105,B0001,C0202,98,117
U+3078,100249371_00010_1,143,2234,B0001,C0203,83,40
U+7F6E,100249371_00010_1,149,2291,B0001,C0204,65,112
U+306A,100249371_00010_1,159,2403,B0001,C0205,36,92
U+308A,100249371_00010_1,162,2495,B0001,C0206,44,110
U+4E00,100249371_00010_2,1609,454,B0001,C0001,77,21
U+5207,100249371_00010_2,1598,523,B0001,C0002,99,84
U+306E,100249371_00010_2,1621,628,B0001,C0003,64,71
U+9752,100249371_00010_2,1624,716,B0001,C0004,58,131
U+7269,100249371_00010_2,1606,847,B0001,C0005,92,88
U+3064,100249371_00010_2,1619,961,B0001,C0006,72,75
U+3051,100249371_00010_2,1622,1036,B0001,C0007,67,106
U+3084,100249371_00010_2,1621,1142,B0001,C0008,71,56
U+3046,100249371_00010_2,1636,1197,B0001,C0009,27,108
U+307F,100249371_00010_2,1634,1305,B0001,C0010,39,95
U+306A,100249371_00010_2,1623,1400,B0001,C0011,75,123
U+65AF,100249371_00010_2,1613,1538,B0001,C0012,84,102
U+306E,100249371_00010_2,1630,1655,B0001,C0013,52,67
U+304F,100249371_00010_2,1636,1818,B0001,C0014,46,90
U+3059,100249371_00010_2,1638,1922,B0001,C0015,61,92
U+308B,100249371_00010_2,1645,2014,B0001,C0016,39,91
U+306A,100249371_00010_2,1633,2121,B0001,C0017,54,78
U+308A,100249371_00010_2,1642,2208,B0001,C0018,35,76
U+53F3,100249371_00010_2,1493,533,B0001,C0019,72,80
U+306E,100249371_00010_2,1506,621,B0001,C0020,49,71
U+304F,100249371_00010_2,1508,767,B0001,C0021,37,85
U+7802,100249371_00010_2,1489,875,B0001,C0022,84,82
U+3068,100249371_00010_2,1514,957,B0001,C0023,29,73
U+3046,100249371_00010_2,1512,1027,B0001,C0024,31,87
U+306B,100249371_00010_2,1514,1110,B0001,C0025,28,82
U+3066,100249371_00010_2,1503,1190,B0001,C0026,47,66
U+716E,100249371_00010_2,1502,1259,B0001,C0027,65,109
U+4E0A,100249371_00010_2,1493,1378,B0001,C0028,71,64
U+30B1,100249371_00010_2,1515,1447,B0001,C0029,46,75
U+305F,100249371_00010_2,1512,1524,B0001,C0030,44,78
U+308B,100249371_00010_2,1522,1605,B0001,C0031,35,70
U+3082,100249371_00010_2,1518,1698,B0001,C0032,36,83
U+306E,100249371_00010_2,1505,1784,B0001,C0033,63,64
U+3092,100249371_00010_2,1512,1863,B0001,C0034,56,61
U+4E16,100249371_00010_2,1507,1940,B0001,C0035,65,87
U+4E0A,100249371_00010_2,1505,2027,B0001,C0036,63,75
U+306E,100249371_00010_2,1504,2120,B0001,C0037,58,52
U+65B9,100249371_00010_2,1497,2178,B0001,C0038,62,96
U+8A00,100249371_00010_2,1504,2274,B0001,C0039,48,106
U+306B,100249371_00010_2,1506,2379,B0001,C0040,58,57
U+3055,100249371_00010_2,1519,2464,B0001,C0041,28,52
U+3068,100249371_00010_2,1518,2542,B0001,C0042,27,62
U+3046,100249371_00010_2,1518,2609,B0001,C0043,32,77
U+3065,100249371_00010_2,1395,537,B0001,C0044,88,76
U+3051,100249371_00010_2,1410,631,B0001,C0045,53,87
U+3068,100249371_00010_2,1418,714,B0001,C0046,28,90
U+79F0,100249371_00010_2,1387,815,B0001,C0047,80,90
U+3059,100249371_00010_2,1403,906,B0001,C0048,60,85
U+308B,100249371_00010_2,1408,988,B0001,C0049,42,67
U+4E5F,100249371_00010_2,1399,1067,B0001,C0050,63,76
U+662F,100249371_00010_2,1406,1153,B0001,C0051,52,112
U+306F,100249371_00010_2,1401,1286,B0001,C0052,56,35
U+53F3,100249371_00010_2,1404,1326,B0001,C0053,72,98
U+3084,100249371_00010_2,1414,1423,B0001,C0054,68,60
U+3046,100249371_00010_2,1419,1487,B0001,C0055,36,85
U+306B,100249371_00010_2,1416,1576,B0001,C0056,56,50
U+716E,100249371_00010_2,1401,1652,B0001,C0057,74,106
U+3042,100249371_00010_2,1409,1770,B0001,C0058,63,81
U+3052,100249371_00010_2,1418,1867,B0001,C0059,62,92
U+305F,100249371_00010_2,1421,1958,B0001,C0060,39,125
U+308B,100249371_00010_2,1427,2092,B0001,C0061,38,100
U+3092,100249371_00010_2,1409,2195,B0001,C0062,56,75
U+3057,100249371_00010_2,1401,2277,B0001,C0063,82,93
U+3089,100249371_00010_2,1438,2372,B0001,C0064,28,58
U+3059,100249371_00010_2,1422,2433,B0001,C0065,44,104
U+3057,100249371_00010_2,1422,2525,B0001,C0066,35,87
U+3066,100249371_00010_2,1410,2615,B0001,C0067,57,64
U+3044,100249371_00010_2,1306,543,B0001,C0068,47,50
U+3075,100249371_00010_2,1280,594,B0001,C0069,78,58
U+3070,100249371_00010_2,1307,767,B0001,C0070,68,79
U+306A,100249371_00010_2,1300,859,B0001,C0071,50,81
U+308A,100249371_00010_2,1306,942,B0001,C0072,38,81
U+25CB,100249371_00010_2,1087,351,B0001,C0073,75,72
U+751F,100249371_00010_2,1070,468,B0001,C0074,101,90
U+59DC,100249371_00010_2,1059,634,B0001,C0075,137,139
U+968F,100249371_00010_2,1080,882,B0001,C0076,103,98
U+5206,100249371_00010_2,1111,985,B0001,C0077,53,111
U+5927,100249371_00010_2,1093,1107,B0001,C0078,76,81
U+306A,100249371_00010_2,1101,1201,B0001,C0079,60,91
U+308B,100249371_00010_2,1104,1297,B0001,C0080,51,68
U+751F,100249371_00010_2,1107,1377,B0001,C0081,55,96
U+59DC,100249371_00010_2,1084,1471,B0001,C0082,100,125
U+3092,100249371_00010_2,1104,1604,B0001,C0083,70,69
U+3091,100249371_00010_2,1108,1683,B0001,C0084,83,88
U+3089,100249371_00010_2,1127,1787,B0001,C0085,32,79
U+307F,100249371_00010_2,1123,1866,B0001,C0086,34,79
U+3046,100249371_00010_2,1121,1961,B0001,C0087,34,81
U+3059,100249371_00010_2,1107,2040,B0001,C0088,54,76
U+304F,100249371_00010_2,1112,2119,B0001,C0089,37,49
U+8F2A,100249371_00010_2,1083,2184,B0001,C0090,100,99
U+304E,100249371_00010_2,1117,2286,B0001,C0091,66,78
U+308A,100249371_00010_2,1116,2369,B0001,C0092,42,83
U+6216,100249371_00010_2,1095,2469,B0001,C0093,81,113
U+306F,100249371_00010_2,1107,2608,B0001,C0094,63,114
U+306F,100249371_00010_2,945,475,B0001,C0095,42,93
U+3059,100249371_00010_2,917,571,B0001,C0096,75,112
U+304B,100249371_00010_2,926,686,B0001,C0097,47,78
U+3072,100249371_00010_2,915,753,B0001,C0098,85,97
U+306B,100249371_00010_2,938,853,B0001,C0099,40,81
U+5207,100249371_00010_2,903,958,B0001,C0100,112,76
U+3066,100249371_00010_2,940,1036,B0001,C0101,30,113
U+3088,100249371_00010_2,943,1166,B0001,C0102,31,70
U+304F,100249371_00010_2,939,1236,B0001,C0103,38,78
U+3031,100249371_00010_2,938,1299,B0001,C0104,53,130
U+6E6F,100249371_00010_2,919,1457,B0001,C0105,91,96
U+716E,100249371_00010_2,916,1553,B0001,C0106,94,135
U+3057,100249371_00010_2,960,1681,B0001,C0107,28,90
U+53D6,100249371_00010_2,919,1766,B0001,C0108,84,98
U+3042,100249371_00010_2,925,1878,B0001,C0109,77,81
U+3052,100249371_00010_2,933,1972,B0001,C0110,76,110
U+6E05,100249371_00010_2,913,2101,B0001,C0111,92,116
U+6C34,100249371_00010_2,914,2233,B0001,C0112,97,93
U+4E00,100249371_00010_2,916,2356,B0001,C0113,93,31
U+5347,100249371_00010_2,927,2396,B0001,C0114,83,136
U+306E,100249371_00010_2,944,2541,B0001,C0115,54,54
U+4E2D,100249371_00010_2,933,2596,B0001,C0116,64,113
U+3078,100249371_00010_2,932,2709,B0001,C0117,83,38
U+4E0A,100249371_00010_2,752,458,B0001,C0118,60,95
U+54C1,100249371_00010_2,739,568,B0001,C0119,84,105
U+306E,100249371_00010_2,732,696,B0001,C0120,81,68
U+77F3,100249371_00010_2,741,774,B0001,C0121,84,87
U+7070,100249371_00010_2,725,894,B0001,C0122,102,114
U+5F10,100249371_00010_2,738,1032,B0001,C0123,96,94
U+5408,100249371_00010_2,730,1145,B0001,C0124,99,119
U+5165,100249371_00010_2,721,1289,B0001,C0125,105,70
U+308C,100249371_00010_2,753,1353,B0001,C0126,61,122
U+304B,100249371_00010_2,767,1491,B0001,C0127,46,83
U+304D,100249371_00010_2,757,1551,B0001,C0128,59,114
U+307E,100249371_00010_2,758,1672,B0001,C0129,52,96
U+305C,100249371_00010_2,745,1746,B0001,C0130,94,110
U+6B64,100249371_00010_2,741,1874,B0001,C0131,105,90
U+6C34,100249371_00010_2,738,1979,B0001,C0132,94,112
U+306B,100249371_00010_2,772,2092,B0001,C0133,35,68
U+4E8C,100249371_00010_2,745,2188,B0001,C0134,79,71
U+65E5,100249371_00010_2,758,2290,B0001,C0135,59,68
U+4E8C,100249371_00010_2,737,2374,B0001,C0136,82,59
U+591C,100249371_00010_2,743,2450,B0001,C0137,80,115
U+3072,100249371_00010_2,756,2558,B0001,C0138,89,105
U+305F,100249371_00010_2,776,2671,B0001,C0139,39,56
U+3057,100249371_00010_2,735,2602,B0001,C0140,99,143
U+7F6E,100249371_00010_2,567,459,B0001,C0141,80,137
U+3068,100249371_00010_2,585,603,B0001,C0142,39,90
U+308A,100249371_00010_2,584,696,B0001,C0143,44,87
U+4E0A,100249371_00010_2,577,785,B0001,C0144,67,64
U+3051,100249371_00010_2,591,859,B0001,C0145,49,84
U+3075,100249371_00010_2,551,950,B0001,C0146,96,97
U+305F,100249371_00010_2,584,1045,B0001,C0147,47,64
U+309D,100249371_00010_2,600,1113,B0001,C0148,29,58
U+3072,100249371_00010_2,568,1179,B0001,C0149,85,92
U+6E05,100249371_00010_2,567,1282,B0001,C0150,93,113
U+6C34,100249371_00010_2,568,1396,B0001,C0151,93,99
U+306B,100249371_00010_2,600,1495,B0001,C0152,33,69
U+3066,100249371_00010_2,582,1572,B0001,C0153,57,63
U+3088,100249371_00010_2,593,1650,B0001,C0154,44,79
U+304F,100249371_00010_2,591,1718,B0001,C0155,37,91
U+3031,100249371_00010_2,599,1761,B0001,C0156,51,152
U+3042,100249371_00010_2,578,1925,B0001,C0157,81,106
U+3089,100249371_00010_2,603,2028,B0001,C0158,29,92
U+3072,100249371_00010_2,573,2117,B0001,C0159,80,74
U+6D41,100249371_00010_2,568,2200,B0001,C0160,99,98
U+306B,100249371_00010_2,596,2306,B0001,C0161,40,74
U+3057,100249371_00010_2,613,2368,B0001,C0162,22,100
U+3066,100249371_00010_2,588,2467,B0001,C0163,60,69
U+305D,100249371_00010_2,587,2545,B0001,C0164,54,79
U+306E,100249371_00010_2,591,2641,B0001,C0165,62,67
U+4E0A,100249371_00010_2,398,443,B0001,C0166,68,113
U+524D,100249371_00010_2,393,569,B0001,C0167,83,138
U+6CD5,100249371_00010_2,383,712,B0001,C0168,98,103
U+306E,100249371_00010_2,397,841,B0001,C0169,61,63
U+304F,100249371_00010_2,411,1013,B0001,C0170,43,94
U+7802,100249371_00010_2,382,1140,B0001,C0171,109,89
U+7CD6,100249371_00010_2,375,1229,B0001,C0172,108,121
U+306B,100249371_00010_2,408,1346,B0001,C0173,40,74
U+3066,100249371_00010_2,399,1435,B0001,C0174,60,63
U+716E,100249371_00010_2,388,1503,B0001,C0175,94,146
U+308B,100249371_00010_2,415,1650,B0001,C0176,49,61
U+306A,100249371_00010_2,397,1730,B0001,C0177,66,88
U+308A,100249371_00010_2,396,1828,B0001,C0178,61,91
U+51E1,100249371_00010_2,202,534,B0001,C0179,91,96
U+8F9B,100249371_00010_2,208,652,B0001,C0180,63,140
U+5473,100249371_00010_2,190,799,B0001,C0181,100,99
U+306E,100249371_00010_2,204,920,B0001,C0182,74,67
U+3042,100249371_00010_2,212,1000,B0001,C0183,67,86
U+308B,100249371_00010_2,216,1082,B0001,C0184,52,66
U+3082,100249371_00010_2,218,1161,B0001,C0185,50,92
U+306E,100249371_00010_2,207,1273,B0001,C0186,74,81
U+306F,100249371_00010_2,209,1364,B0001,C0187,84,41
U+7686,100249371_00010_2,215,1424,B0001,C0188,83,127
U+304B,100249371_00010_2,241,1559,B0001,C0189,39,73
U+304F,100249371_00010_2,242,1618,B0001,C0190,35,73
U+306E,100249371_00010_2,222,1702,B0001,C0191,66,74
U+5982,100249371_00010_2,206,1787,B0001,C0192,105,58
U+304F,100249371_00010_2,244,1846,B0001,C0193,34,97
U+3059,100249371_00010_2,224,1954,B0001,C0194,65,90
U+3079,100249371_00010_2,214,2015,B0001,C0195,98,76
U+3057,100249371_00010_2,251,2099,B0001,C0196,30,197
U+5929,100249371_00011_1,1542,364,B0001,C0001,75,103
U+9580,100249371_00011_1,1535,513,B0001,C0002,105,106
U+51AC,100249371_00011_1,1548,630,B0001,C0003,73,151
U+751F,100249371_00011_1,1582,805,B0001,C0004,69,79
U+3088,100249371_00011_1,1576,1006,B0001,C0005,23,67
U+304F,100249371_00011_1,1569,1073,B0001,C0006,31,91
U+84B8,100249371_00011_1,1541,1197,B0001,C0007,80,123
U+3057,100249371_00011_1,1572,1328,B0001,C0008,17,90
U+76AE,100249371_00011_1,1536,1433,B0001,C0009,85,120
U+3092,100249371_00011_1,1544,1553,B0001,C0010,62,69
U+3055,100249371_00011_1,1564,1635,B0001,C0011,34,72
U+308A,100249371_00011_1,1561,1707,B0001,C0012,31,65
U+5FC3,100249371_00011_1,1536,1785,B0001,C0013,88,96
U+3092,100249371_00011_1,1542,1881,B0001,C0014,68,76
U+306C,100249371_00011_1,1532,1965,B0001,C0015,93,70
U+304D,100249371_00011_1,1562,2040,B0001,C0016,38,91
U+3055,100249371_00011_1,1561,2144,B0001,C0017,37,59
U+308B,100249371_00011_1,1552,2203,B0001,C0018,48,75
U+4E5F,100249371_00011_1,1542,2297,B0001,C0019,75,60
U+3088,100249371_00011_1,1554,2369,B0001,C0020,37,62
U+304F,100249371_00011_1,1558,2431,B0001,C0021,28,72
U+84B8,100249371_00011_1,1533,2513,B0001,C0022,99,109
U+3055,100249371_00011_1,1560,2623,B0001,C0023,37,44
U+308A,100249371_00011_1,1554,2667,B0001,C0024,40,70
U+305F,100249371_00011_1,1397,457,B0001,C0025,35,67
U+308B,100249371_00011_1,1387,524,B0001,C0026,41,74
U+3068,100249371_00011_1,1395,598,B0001,C0027,30,74
U+304D,100249371_00011_1,1387,672,B0001,C0028,37,129
U+306F,100249371_00011_1,1376,824,B0001,C0029,59,38
U+76AE,100249371_00011_1,1371,891,B0001,C0030,74,98
U+3088,100249371_00011_1,1396,989,B0001,C0031,33,64
U+304F,100249371_00011_1,1391,1053,B0001,C0032,25,77
U+3080,100249371_00011_1,1367,1147,B0001,C0033,94,77
U+3051,100249371_00011_1,1370,1230,B0001,C0034,78,94
U+308B,100249371_00011_1,1384,1324,B0001,C0035,39,87
U+3082,100249371_00011_1,1376,1411,B0001,C0036,37,95
U+306E,100249371_00011_1,1372,1514,B0001,C0037,58,68
U+306A,100249371_00011_1,1374,1588,B0001,C0038,41,75
U+308A,100249371_00011_1,1378,1663,B0001,C0039,42,98
U+3055,100249371_00011_1,1382,1774,B0001,C0040,40,82
U+3066,100249371_00011_1,1366,1856,B0001,C0041,50,76
U+3088,100249371_00011_1,1381,1932,B0001,C0042,34,61
U+304F,100249371_00011_1,1380,1997,B0001,C0043,20,61
U+84B8,100249371_00011_1,1349,2078,B0001,C0044,88,128
U+3055,100249371_00011_1,1373,2206,B0001,C0045,41,73
U+308A,100249371_00011_1,1373,2279,B0001,C0046,37,74
U+305F,100249371_00011_1,1377,2355,B0001,C0047,35,80
U+308B,100249371_00011_1,1367,2435,B0001,C0048,50,68
U+3092,100249371_00011_1,1358,2503,B0001,C0049,67,79
U+5805,100249371_00011_1,1353,2601,B0001,C0050,84,129
U+306B,100249371_00011_1,1180,465,B0001,C0051,86,58
U+308F,100249371_00011_1,1208,570,B0001,C0052,29,80
U+308A,100249371_00011_1,1209,650,B0001,C0053,34,104
U+3066,100249371_00011_1,1195,743,B0001,C0054,53,65
U+4E2D,100249371_00011_1,1180,821,B0001,C0055,81,119
U+306E,100249371_00011_1,1198,954,B0001,C0056,52,54
U+5FC3,100249371_00011_1,1181,1022,B0001,C0057,96,98
U+3092,100249371_00011_1,1190,1120,B0001,C0058,69,85
U+306C,100249371_00011_1,1179,1217,B0001,C0059,87,75
U+304D,100249371_00011_1,1206,1297,B0001,C0060,42,107
U+3055,100249371_00011_1,1203,1417,B0001,C0061,38,68
U+308A,100249371_00011_1,1206,1485,B0001,C0062,34,88
U+662F,100249371_00011_1,1185,1582,B0001,C0063,58,130
U+3092,100249371_00011_1,1185,1721,B0001,C0064,72,69
U+518D,100249371_00011_1,1163,1806,B0001,C0065,112,112
U+3073,100249371_00011_1,1184,1920,B0001,C0066,128,75
U+3088,100249371_00011_1,1209,2002,B0001,C0067,40,59
U+304F,100249371_00011_1,1201,2061,B0001,C0068,29,77
U+6E6F,100249371_00011_1,1182,2138,B0001,C0069,73,112
U+716E,100249371_00011_1,1178,2237,B0001,C0070,78,118
U+3057,100249371_00011_1,1196,2366,B0001,C0071,33,116
U+3066,100249371_00011_1,1186,2483,B0001,C0072,49,52
U+3055,100249371_00011_1,1194,2555,B0001,C0073,40,69
U+3066,100249371_00011_1,1185,2624,B0001,C0074,47,94
U+65E9,100249371_00011_1,1011,463,B0001,C0075,56,102
U+7A32,100249371_00011_1,994,566,B0001,C0076,98,121
U+85C1,100249371_00011_1,1001,687,B0001,C0077,83,162
U+306E,100249371_00011_1,1017,885,B0001,C0078,55,68
U+7070,100249371_00011_1,1005,963,B0001,C0079,81,112
U+6C41,100249371_00011_1,1010,1090,B0001,C0080,81,116
U+4E00,100249371_00011_1,1013,1230,B0001,C0081,66,9
U+5347,100249371_00011_1,1000,1268,B0001,C0082,90,116
U+306E,100249371_00011_1,1018,1407,B0001,C0083,57,67
U+4E2D,100249371_00011_1,1011,1474,B0001,C0084,63,120
U+3078,100249371_00011_1,994,1594,B0001,C0085,98,63
U+67AF,100249371_00011_1,997,1675,B0001,C0086,97,92
U+792C,100249371_00011_1,1009,1774,B0001,C0087,85,118
U+7D30,100249371_00011_1,1001,1920,B0001,C0088,97,91
U+672B,100249371_00011_1,1008,2011,B0001,C0089,78,93
U+58F1,100249371_00011_1,1018,2112,B0001,C0090,53,125
U+4E21,100249371_00011_1,1014,2237,B0001,C0091,76,93
U+5165,100249371_00011_1,988,2350,B0001,C0092,103,68
U+308C,100249371_00011_1,1016,2402,B0001,C0093,54,117
U+3088,100249371_00011_1,1030,2544,B0001,C0094,30,77
U+304F,100249371_00011_1,1026,2621,B0001,C0095,27,86
U+304B,100249371_00011_1,833,458,B0001,C0096,86,67
U+304D,100249371_00011_1,861,531,B0001,C0097,41,105
U+307E,100249371_00011_1,860,638,B0001,C0098,42,102
U+305C,100249371_00011_1,838,740,B0001,C0099,88,98
U+6B64,100249371_00011_1,828,859,B0001,C0100,92,96
U+6C34,100249371_00011_1,812,971,B0001,C0101,110,104
U+306B,100249371_00011_1,867,1077,B0001,C0102,26,81
U+4E09,100249371_00011_1,835,1191,B0001,C0103,81,84
U+65E5,100249371_00011_1,853,1287,B0001,C0104,57,75
U+3072,100249371_00011_1,840,1382,B0001,C0105,88,90
U+305F,100249371_00011_1,855,1481,B0001,C0106,44,63
U+3057,100249371_00011_1,869,1545,B0001,C0107,18,95
U+53D6,100249371_00011_1,833,1642,B0001,C0108,81,113
U+3042,100249371_00011_1,847,1756,B0001,C0109,58,74
U+3052,100249371_00011_1,850,1830,B0001,C0110,74,126
U+6E05,100249371_00011_1,825,1947,B0001,C0111,101,110
U+6C34,100249371_00011_1,825,2062,B0001,C0112,100,104
U+306B,100249371_00011_1,860,2166,B0001,C0113,23,75
U+3066,100249371_00011_1,844,2241,B0001,C0114,49,74
U+3042,100249371_00011_1,841,2340,B0001,C0115,72,77
U+3089,100249371_00011_1,863,2425,B0001,C0116,26,75
U+3072,100249371_00011_1,837,2504,B0001,C0117,76,83
U+6D41,100249371_00011_1,830,2585,B0001,C0118,110,92
U+3057,100249371_00011_1,878,2677,B0001,C0119,12,82
U+306B,100249371_00011_1,696,459,B0001,C0120,24,75
U+3057,100249371_00011_1,692,534,B0001,C0121,26,80
U+3066,100249371_00011_1,676,619,B0001,C0122,46,66
U+5176,100249371_00011_1,683,709,B0001,C0123,44,129
U+4E0A,100249371_00011_1,678,840,B0001,C0124,55,78
U+524D,100249371_00011_1,674,951,B0001,C0125,81,121
U+6CD5,100249371_00011_1,671,1073,B0001,C0126,94,89
U+306E,100249371_00011_1,677,1186,B0001,C0127,64,75
U+304F,100249371_00011_1,693,1373,B0001,C0128,28,84
U+7802,100249371_00011_1,660,1499,B0001,C0129,103,83
U+7CD6,100249371_00011_1,651,1603,B0001,C0130,103,115
U+306B,100249371_00011_1,695,1721,B0001,C0131,18,71
U+3066,100249371_00011_1,676,1792,B0001,C0132,45,72
U+716E,100249371_00011_1,663,1866,B0001,C0133,86,120
U+3064,100249371_00011_1,660,2004,B0001,C0134,84,60
U+3081,100249371_00011_1,667,2064,B0001,C0135,75,82
U+308B,100249371_00011_1,694,2146,B0001,C0136,30,69
U+306A,100249371_00011_1,665,2215,B0001,C0137,67,110
U+308A,100249371_00011_1,685,2325,B0001,C0138,35,107
U+51E1,100249371_00011_1,496,545,B0001,C0139,67,86
U+82E6,100249371_00011_1,487,662,B0001,C0140,70,121
U+5473,100249371_00011_1,475,784,B0001,C0141,102,98
U+306E,100249371_00011_1,502,924,B0001,C0142,63,51
U+3042,100249371_00011_1,502,996,B0001,C0143,67,74
U+308B,100249371_00011_1,514,1070,B0001,C0144,41,72
U+3082,100249371_00011_1,506,1142,B0001,C0145,44,109
U+306E,100249371_00011_1,492,1251,B0001,C0146,59,61
U+309D,100249371_00011_1,521,1312,B0001,C0147,18,42
U+716E,100249371_00011_1,493,1361,B0001,C0148,74,126
U+6CD5,100249371_00011_1,488,1499,B0001,C0149,85,87
